Country Name,Country Code,Year,Population growth (annual %),Population in urban agglomerations of more than 1 million (% of total population),"Population, total",Urban population,Urban population (% of total population),Urban population growth (annual %)
Paraguay,PRY,2021,1.210783579,50.78121751,6684182,4177346,62.496,1.712865382
Paraguay,PRY,2022,1.134768719,51.06624338,6760464,4246788,62.818,1.648681584
Paraguay,PRY,2023,1.23021616,51.29216998,6844146,4322010,63.149,1.755763933
Peru,PER,1970,2.508530741,22.07479952,13501237,7750520,57.406,4.437971721
Peru,PER,1971,2.464196193,22.71536191,13838067,8094716,58.496,4.345156524
Peru,PER,1972,2.653301408,23.30342536,14210147,8461716,59.547,4.43404868
Peru,PER,1973,2.58910596,23.55302287,14582867,8777136,60.188,3.65981686
Peru,PER,1974,2.530211822,23.82051692,14956552,9097622,60.827,3.586290216
Peru,PER,1975,2.492031621,24.10025018,15333957,9424403,61.461,3.528932846
Peru,PER,1976,2.466099567,24.39081623,15716809,9759038,62.093,3.489144084
Peru,PER,1977,2.469737833,24.68150765,16109806,10103909,62.719,3.472854868
Peru,PER,1978,2.49050254,24.97173206,16516059,10461437,63.341,3.477345102
Peru,PER,1979,2.493940916,25.26450057,16933139,10830436,63.96,3.466448905
Peru,PER,1980,2.495078416,25.56170172,17360949,11210659,64.574,3.450470341
Peru,PER,1981,2.490794658,25.86089909,17798805,11601617,65.182,3.42794628
Peru,PER,1982,2.484212502,25.90787944,18246503,11971531,65.61,3.138692953
Peru,PER,1983,2.486858405,25.94624803,18705957,12351730,66.031,3.126471975
Peru,PER,1984,2.475050691,25.98868218,19174716,12741407,66.449,3.106094937
Peru,PER,1985,2.439339846,26.03859874,19648204,13137575,66.864,3.061936143
Peru,PER,1986,2.35853586,26.11064346,20117122,13534196,67.277,2.974307471
Peru,PER,1987,2.286116161,26.20185674,20582320,13931555,67.687,2.893689139
Peru,PER,1988,2.269145325,26.29880489,21054702,14337199,68.095,2.87010772
Peru,PER,1989,2.244364685,26.40073611,21532589,14749608,68.499,2.835901782
Peru,PER,1990,2.21460822,26.5119133,22014771,15168397,68.901,2.799761253
Peru,PER,1991,2.108030082,26.65195235,22483775,15581256,69.3,2.685453467
Peru,PER,1992,2.036450869,26.81288606,22946340,15992911,69.697,2.607690819
Peru,PER,1993,2.016641939,26.97817777,23413783,16410486,70.089,2.577495919
Peru,PER,1994,1.977894145,27.00241145,23881493,16841468,70.521,2.592365766
Peru,PER,1995,1.938364678,27.03303173,24348919,17275802,70.951,2.546261563
Peru,PER,1996,1.880654101,27.08007615,24811171,17709470,71.377,2.479273071
Peru,PER,1997,1.848802027,27.13431239,25274147,18146332,71.798,2.436892187
Peru,PER,1998,1.819017453,27.19752181,25738095,18587023,72.216,2.399520243
Peru,PER,1999,1.727197344,27.28592561,26186504,19019520,72.631,2.300217116
Peru,PER,2000,1.560430591,27.42107766,26598331,19427953,73.042,2.124708509
Peru,PER,2001,1.367646226,27.60851533,26964601,19804960,73.448,1.921950609
Peru,PER,2002,1.193006558,27.84661233,27288217,20152348,73.85,1.738839628
Peru,PER,2003,1.065364141,28.12263306,27580490,20478238,74.249,1.604195366
Peru,PER,2004,0.980296012,28.42636432,27852190,20789989,74.644,1.510881146
Peru,PER,2005,0.889996951,28.75770697,28101180,21085439,75.034,1.41111347
Peru,PER,2006,0.791526842,29.122398,28324491,21362614,75.421,1.305967741
Peru,PER,2007,0.725382869,29.51122929,28530699,21627126,75.803,1.230597524
Peru,PER,2008,0.657968681,29.89646138,28719041,21841405,76.052,0.985912019
Peru,PER,2009,0.617089075,30.28417911,28896811,22031218,76.241,0.865296722
Peru,PER,2010,0.652636898,30.66682656,29086019,22230444,76.43,0.900225326
Peru,PER,2011,0.746934823,31.02503862,29304086,22451912,76.617,0.991307681
Peru,PER,2012,0.836916934,31.36003121,29550366,22695863,76.804,1.080688358
Peru,PER,2013,0.901339196,31.67655999,29817919,22956518,76.989,1.141924372
Peru,PER,2014,0.994129279,31.96744795,30115826,23241286,77.173,1.232836118
Peru,PER,2015,1.128473819,32.21769608,30457600,23561086,77.357,1.366618672
Peru,PER,2016,1.333570651,32.4042277,30866494,23933571,77.539,1.56856649
Peru,PER,2017,1.473365351,32.5445974,31324637,24345508,77.72,1.706523843
Peru,PER,2018,1.812535772,32.57490285,31897584,24850451,77.907,2.052854515
Peru,PER,2019,1.714869348,32.52677569,32449303,25342581,78.099,1.961012321
Peru,PER,2020,1.192504953,32.64205799,32838579,25711622,78.297,1.44570831
Peru,PER,2021,0.961612354,32.82300558,33155882,26027367,78.5,1.220545379
Peru,PER,2022,0.959183909,32.99316651,33475438,26347848,78.708,1.223804045
Peru,PER,2023,1.099753208,33.10438099,33845617,26711638,78.922,1.371274876
Suriname,SUR,1970,3.359606802,,379442,174346,45.948,2.856065419
Suriname,SUR,1971,3.238660287,,391932,179176,45.716,2.73267325
Suriname,SUR,1972,1.388768686,,397413,185830,46.76,3.646371429
Suriname,SUR,1973,-0.413775435,,395772,194273,49.087,4.443210907
Suriname,SUR,1974,-0.53100519,,393676,202432,51.421,4.113964133
Suriname,SUR,1975,-0.638598787,,391170,210250,53.749,3.789327117
Suriname,SUR,1976,-0.739234038,,388289,217690,56.064,3.477473356
Suriname,SUR,1977,-0.83325626,,385067,224671,58.346,3.156507748
Suriname,SUR,1978,-0.930125195,,381502,231179,60.597,2.855519233
Suriname,SUR,1979,-1.027536231,,377602,237145,62.803,2.547946618
Suriname,SUR,1980,-0.590987657,,375377,243845,64.96,2.786100914
Suriname,SUR,1981,0.02184232,,375459,244180,65.035,0.13728807
Suriname,SUR,1982,0.291484142,,376555,245175,65.11,0.406658304
Suriname,SUR,1983,0.58016768,,378746,246882,65.184,0.693824841
Suriname,SUR,1984,0.905992091,,382193,249415,65.259,1.02076861
Suriname,SUR,1985,1.242662237,,386972,252824,65.334,1.357541869
Suriname,SUR,1986,1.375098339,,392330,256615,65.408,1.488331274
Suriname,SUR,1987,1.160875182,,396911,259909,65.483,1.275466254
Suriname,SUR,1988,1.330453167,,402227,263688,65.557,1.443501632
Suriname,SUR,1989,1.52525174,,408409,268047,65.632,1.63957522
Suriname,SUR,1990,0.995011267,,412493,271033,65.706,1.107824641
Suriname,SUR,1991,0.609060911,,415013,272996,65.78,0.721655838
Suriname,SUR,1992,0.618785018,,417589,274999,65.854,0.731031823
Suriname,SUR,1993,0.421296748,,419352,276470,65.928,0.533485468
Suriname,SUR,1994,0.718288233,,422375,278776,66.002,0.830627599
Suriname,SUR,1995,1.697496454,,429606,283866,66.076,1.809370386
Suriname,SUR,1996,2.124358476,,438830,290286,66.15,2.236434807
Suriname,SUR,1997,2.083068046,,448067,296723,66.223,2.193239978
Suriname,SUR,1998,2.062862432,,457406,303246,66.297,2.174531363
Suriname,SUR,1999,2.057797085,,466916,309897,66.371,2.16956269
Suriname,SUR,2000,2.061841303,,476643,316701,66.444,2.17181269
Suriname,SUR,2001,2.059244093,,486560,323645,66.517,2.168912498
Suriname,SUR,2002,2.032597331,,496551,330658,66.591,2.143737251
Suriname,SUR,2003,1.966831933,,506414,337596,66.664,2.076530571
Suriname,SUR,2004,1.471893221,,513923,342977,66.737,1.581347521
Suriname,SUR,2005,1.043333545,,519313,346288,66.682,0.960740925
Suriname,SUR,2006,1.088576405,,524997,349727,66.615,0.988205135
Suriname,SUR,2007,1.139960433,,531016,353375,66.547,1.037696589
Suriname,SUR,2008,1.166207621,,537245,357155,66.479,1.064004521
Suriname,SUR,2009,1.170058491,,543568,360994,66.412,1.069147647
Suriname,SUR,2010,1.16234547,,549923,364841,66.344,1.060030454
Suriname,SUR,2011,1.147372177,,556269,368673,66.276,1.044843005
Suriname,SUR,2012,1.137556037,,562633,372508,66.208,1.034844181
Suriname,SUR,2013,1.128803232,,569020,376350,66.14,1.026104738
Suriname,SUR,2014,1.110294324,,575373,380258,66.089,1.033040823
Suriname,SUR,2015,1.081082266,,581627,384200,66.056,1.031328063
Suriname,SUR,2016,1.048424837,,587757,388155,66.04,1.024149405
Suriname,SUR,2017,1.008244044,,593713,392094,66.041,1.009686258
Suriname,SUR,2018,0.972162135,,599513,396038,66.06,1.000855928
Suriname,SUR,2019,1.037941551,,605768,400382,66.095,1.090892514
Suriname,SUR,2020,1.075304778,,612317,405042,66.149,1.157167405
Suriname,SUR,2021,0.907003624,,617896,409165,66.219,1.012773224
Suriname,SUR,2022,0.848956801,,623164,413201,66.307,0.981565971
Suriname,SUR,2023,0.914027369,,628886,417649,66.411,1.070720947
Uruguay,URY,1970,0.604985222,48.81369439,2790807,2298732,82.368,0.852965236
Uruguay,URY,1971,0.559381399,48.82599515,2806462,2317296,82.57,0.804332213
Uruguay,URY,1972,0.53950785,48.84836641,2821644,2335503,82.771,0.782629679
Uruguay,URY,1973,0.547434143,48.86612647,2837133,2353969,82.97,0.78755542
Uruguay,URY,1974,0.590786204,48.86304707,2853944,2373540,83.167,0.827967194
Uruguay,URY,1975,0.641816831,48.84246881,2872320,2395141,83.387,0.905959016
Uruguay,URY,1976,0.661798147,48.87102821,2891392,2423160,83.806,1.163037172
Uruguay,URY,1977,0.62297936,48.91761739,2909461,2450203,84.215,1.109840477
Uruguay,URY,1978,0.55710546,48.99701441,2925715,2475623,84.616,1.032120325
Uruguay,URY,1979,0.483769235,49.11250473,2939903,2499182,85.009,0.947139682
Uruguay,URY,1980,0.409039759,49.2655879,2951953,2520791,85.394,0.860926283
Uruguay,URY,1981,0.381830391,49.43160305,2963246,2541546,85.769,0.819981613
Uruguay,URY,1982,0.412411437,49.58353106,2975492,2563029,86.138,0.841720489
Uruguay,URY,1983,0.445520474,49.71945056,2988778,2585233,86.498,0.862587711
Uruguay,URY,1984,0.457667008,49.8501576,3002488,2607661,86.85,0.863801166
Uruguay,URY,1985,0.483394565,49.96740179,3017037,2630675,87.194,0.87868163
Uruguay,URY,1986,0.522589894,49.99863165,3032845,2655498,87.558,0.939174047
Uruguay,URY,1987,0.560636879,49.98039277,3049896,2681652,87.926,0.98008148
Uruguay,URY,1988,0.590567988,49.94757104,3067961,2708549,88.285,0.998004462
Uruguay,URY,1989,0.594521021,49.91211031,3086255,2735440,88.633,0.98792333
Uruguay,URY,1990,0.58630446,49.88108825,3104403,2762080,88.973,0.969171864
Uruguay,URY,1991,0.576577815,49.85494918,3122354,2788387,89.304,0.947927336
Uruguay,URY,1992,0.554068644,49.84039887,3139702,2814021,89.627,0.91511289
Uruguay,URY,1993,0.528682164,49.8378029,3156345,2838817,89.94,0.877299475
Uruguay,URY,1994,0.521048221,49.83935497,3172834,2863324,90.245,0.859577162
Uruguay,URY,1995,0.522015798,49.84044221,3189440,2887783,90.542,0.850589198
Uruguay,URY,1996,0.52797568,49.8137119,3206324,2912464,90.835,0.85103786
Uruguay,URY,1997,0.529453064,49.57545655,3223345,2937982,91.147,0.872349282
Uruguay,URY,1998,0.493144265,49.35630757,3239280,2962322,91.45,0.825046915
Uruguay,URY,1999,0.453853561,49.15739479,3254015,2985331,91.743,0.77372082
Uruguay,URY,2000,0.373944816,48.99850163,3266206,3005824,92.028,0.684111158
Uruguay,URY,2001,0.246007398,48.9025429,3274251,3022232,92.303,0.544389121
Uruguay,URY,2002,0.140879525,48.85815741,3278867,3035214,92.569,0.428630148
Uruguay,URY,2003,0.070700651,48.84809944,3281186,3045859,92.828,0.350103045
Uruguay,URY,2004,0.059777582,48.84339664,3283148,3055888,93.078,0.328725823
Uruguay,URY,2005,0.079860937,49.0825441,3285771,3066249,93.319,0.338476904
Uruguay,URY,2006,0.113607393,49.3073124,3289506,3077432,93.553,0.364049252
Uruguay,URY,2007,0.171519934,49.50443879,3295153,3090162,93.779,0.412803374
Uruguay,URY,2008,0.212934707,49.68216422,3302177,3103980,93.998,0.446164228
Uruguay,URY,2009,0.239373352,49.84657522,3310091,3118404,94.209,0.463617348
Uruguay,URY,2010,0.256129913,50.0035256,3318580,3133204,94.414,0.473479068
Uruguay,URY,2011,0.248141512,50.16497712,3326825,3147576,94.612,0.457650963
Uruguay,URY,2012,0.257451631,50.32264486,3335401,3159926,94.739,0.391597681
Uruguay,URY,2013,0.297452387,50.46062624,3345337,3172818,94.843,0.407154239
Uruguay,URY,2014,0.328187101,50.58343419,3356334,3186671,94.945,0.435664624
Uruguay,URY,2015,0.347483698,50.6967453,3368017,3201132,95.045,0.452769902
Uruguay,URY,2016,0.333941294,50.81719998,3379283,3215185,95.144,0.438040155
Uruguay,URY,2017,0.270549143,50.97024057,3388438,3227148,95.24,0.371387625
Uruguay,URY,2018,0.179744267,51.17017535,3394534,3236145,95.334,0.278403155
Uruguay,URY,2019,0.078683817,51.35690918,3397206,3241818,95.426,0.175147695
Uruguay,URY,2020,0.051852705,51.55647244,3398968,3246524,95.515,0.145060196
Uruguay,URY,2021,-0.066895609,51.81230579,3396695,3247342,95.603,0.025193005
Uruguay,URY,2022,-0.170369338,52.11702571,3390913,3244697,95.688,-0.081484419
Uruguay,URY,2023,-0.083552225,52.3717113,3388081,3244799,95.771,0.003143542
"Venezuela, RB",VEN,1970,3.099132594,33.13419022,11387790,8182355,71.852,4.404725427
"Venezuela, RB",VEN,1971,3.054594224,33.69599953,11741008,8543227,72.764,4.315879879
"Venezuela, RB",VEN,1972,3.005001069,33.89535489,12099180,8901972,73.575,4.113401995
"Venezuela, RB",VEN,1973,2.966965974,33.90876121,12463537,9263524,74.325,3.981171259
"Venezuela, RB",VEN,1974,2.939581959,33.93932897,12835351,9634600,75.063,3.927624788
"Venezuela, RB",VEN,1975,2.921688379,33.98255676,13215892,10015796,75.786,3.880266104
"Venezuela, RB",VEN,1976,2.911170002,34.03750061,13606284,10408263,76.496,3.843656318
"Venezuela, RB",VEN,1977,2.901203786,34.09976517,14006812,10811718,77.189,3.803053603
"Venezuela, RB",VEN,1978,2.884236431,34.17617394,14416684,11225983,77.868,3.760045623
"Venezuela, RB",VEN,1979,2.857290741,34.26888119,14834552,11650019,78.533,3.707680873
"Venezuela, RB",VEN,1980,2.815918872,34.38453298,15258218,12082220,79.185,3.642713954
"Venezuela, RB",VEN,1981,2.773303342,34.51936302,15687297,12521600,79.82,3.572020258
"Venezuela, RB",VEN,1982,2.732570685,34.41536635,16121874,12959085,80.382,3.434193355
"Venezuela, RB",VEN,1983,2.694630884,34.21990611,16562205,13399983,80.907,3.345635172
"Venezuela, RB",VEN,1984,2.660997543,34.04716406,17008841,13848939,81.422,3.29551849
"Venezuela, RB",VEN,1985,2.626140993,33.89422656,17461434,14305280,81.925,3.242007669
"Venezuela, RB",VEN,1986,2.612003189,33.75689373,17923536,14772220,82.418,3.211969003
"Venezuela, RB",VEN,1987,2.596216763,33.63457703,18394963,15249424,82.9,3.179334193
"Venezuela, RB",VEN,1988,2.555053484,33.53671927,18871020,15733147,83.372,3.122802878
"Venezuela, RB",VEN,1989,2.500924367,33.46431566,19348921,16220781,83.833,3.052343733
"Venezuela, RB",VEN,1990,2.440849387,33.42236676,19827010,16710997,84.284,2.977380774
"Venezuela, RB",VEN,1991,2.381688971,33.18540514,20304896,17190937,84.664,2.831532065
"Venezuela, RB",VEN,1992,2.317456619,32.8778023,20780948,17666300,85.012,2.727654361
"Venezuela, RB",VEN,1993,2.253297321,32.595702,21254520,18141158,85.352,2.652440952
"Venezuela, RB",VEN,1994,2.19027461,32.33998251,21725188,18615445,85.686,2.580833302
"Venezuela, RB",VEN,1995,2.134159206,32.1072248,22193821,19089793,86.014,2.516218181
"Venezuela, RB",VEN,1996,2.088058246,31.89440014,22662113,19565562,86.336,2.461718571
"Venezuela, RB",VEN,1997,2.050882344,31.69642419,23131685,20043605,86.65,2.413917024
"Venezuela, RB",VEN,1998,2.010004027,31.51607894,23601337,20523487,86.959,2.365978738
"Venezuela, RB",VEN,1999,1.952133331,31.35778296,24066593,21000990,87.262,2.299964183
"Venezuela, RB",VEN,2000,1.893794996,31.2219887,24526708,21475340,87.559,2.233572064
"Venezuela, RB",VEN,2001,1.830973595,31.1079314,24979922,21944861,87.85,2.1627689
"Venezuela, RB",VEN,2002,1.80801767,30.90875016,25435671,22351850,87.876,1.837610258
"Venezuela, RB",VEN,2003,1.780863266,30.6736226,25892703,22760204,87.902,1.810448063
"Venezuela, RB",VEN,2004,1.715931898,30.4622427,26340838,23160972,87.928,1.745504842
"Venezuela, RB",VEN,2005,1.675153514,30.26553543,26785804,23559186,87.954,1.704718737
"Venezuela, RB",VEN,2006,1.625208955,30.08725243,27224686,23952279,87.98,1.65476678
"Venezuela, RB",VEN,2007,1.547855449,29.93489579,27649363,24333098,88.006,1.577400529
"Venezuela, RB",VEN,2008,1.451769827,29.81406799,28053696,24695949,88.031,1.480174089
"Venezuela, RB",VEN,2009,1.361636986,29.72133916,28438298,25041912,88.057,1.391167906
"Venezuela, RB",VEN,2010,1.309342169,29.64650698,28813101,25379444,88.083,1.338865389
"Venezuela, RB",VEN,2011,1.283196309,29.58127904,29185212,25714507,88.108,1.311575232
"Venezuela, RB",VEN,2012,1.25510683,29.53581374,29553826,26043718,88.123,1.272128013
"Venezuela, RB",VEN,2013,1.205314613,29.5087576,29912198,26362517,88.133,1.216660317
"Venezuela, RB",VEN,2014,1.136466129,29.50401167,30254079,26667155,88.144,1.148946768
"Venezuela, RB",VEN,2015,1.051804041,29.52577114,30573972,26952179,88.154,1.063148918
"Venezuela, RB",VEN,2016,0.625202437,29.67586652,30765720,27124597,88.165,0.637680709
"Venezuela, RB",VEN,2017,-0.653495207,30.21116773,30565323,26953419,88.183,-0.633080074
"Venezuela, RB",VEN,2018,-2.51030049,31.33414803,29807592,26292681,88.208,-2.481954239
"Venezuela, RB",VEN,2019,-2.960412931,32.59082542,28938098,25534978,88.24,-2.924141294
"Venezuela, RB",VEN,2020,-1.721904777,33.48594507,28444077,25110147,88.279,-1.677717114
"Venezuela, RB",VEN,2021,-0.727752243,34.06989972,28237826,24941060,88.325,-0.675658604
"Venezuela, RB",VEN,2022,-0.087895947,34.44893185,28213017,24934100,88.378,-0.027909685
"Venezuela, RB",VEN,2023,0.310851369,34.69984687,28300854,25028709,88.438,0.37871815
